HistoryID,CaseMasterID,CaseStatusID,ChangedByEmployeeID,ChangeDate,Remarks
4123,1464,4,389,2024-10-03,Status updated to Pending Trial
4124,1465,1,17,2025-09-18,Case registered
4125,1465,2,17,2025-10-18,Investigation taken up
4126,1465,8,17,2026-05-08,Status updated to Closed - Undetected
4127,1466,1,236,2026-05-13,Case registered
4128,1466,2,236,2026-06-11,Investigation taken up
4129,1467,1,236,2025-04-08,Case registered
4130,1467,2,236,2025-05-01,Investigation taken up
4131,1467,5,236,2025-06-20,Status updated to Closed - Convicted
4132,1468,1,50,2025-09-07,Case registered
4133,1468,2,50,2025-09-12,Investigation taken up
4134,1468,4,50,2026-05-29,Status updated to Pending Trial
4135,1469,1,270,2024-09-10,Case registered
4136,1469,2,270,2024-09-27,Investigation taken up
4137,1469,6,270,2024-12-26,Status updated to Closed - Acquitted
4138,1470,1,12,2024-10-22,Case registered
4139,1470,2,12,2024-11-03,Investigation taken up
4140,1470,4,12,2025-07-18,Status updated to Pending Trial
4141,1471,1,282,2024-10-17,Case registered
4142,1471,2,282,2024-11-05,Investigation taken up
4143,1471,6,282,2025-04-16,Status updated to Closed - Acquitted
4144,1472,1,265,2026-06-26,Case registered
4145,1473,1,426,2026-04-03,Case registered
4146,1473,2,426,2026-04-19,Investigation taken up
4147,1473,3,426,2026-05-09,Status updated to Charge Sheeted
4148,1474,1,62,2024-03-07,Case registered
4149,1474,2,62,2024-03-13,Investigation taken up
4150,1474,4,62,2024-08-19,Status updated to Pending Trial
4151,1475,1,96,2025-12-08,Case registered
4152,1475,2,96,2025-12-26,Investigation taken up
4153,1475,3,96,2026-02-21,Status updated to Charge Sheeted
4154,1476,1,354,2026-02-14,Case registered
4155,1476,2,354,2026-03-02,Investigation taken up
4156,1476,3,354,2026-07-10,Status updated to Charge Sheeted
4157,1477,1,75,2024-01-12,Case registered
4158,1477,2,75,2024-01-24,Investigation taken up
4159,1477,7,75,2024-07-17,Status updated to Closed - False Case
4160,1478,1,96,2025-01-05,Case registered
4161,1478,2,96,2025-01-22,Investigation taken up
4162,1478,6,96,2025-03-26,Status updated to Closed - Acquitted
4163,1479,1,92,2025-09-25,Case registered
4164,1479,2,92,2025-10-08,Investigation taken up
4165,1479,4,92,2026-06-23,Status updated to Pending Trial
4166,1480,1,213,2024-12-13,Case registered
4167,1480,2,213,2024-12-30,Investigation taken up
4168,1480,6,213,2025-09-22,Status updated to Closed - Acquitted
4169,1481,1,52,2025-02-02,Case registered
4170,1481,2,52,2025-02-10,Investigation taken up
4171,1481,4,52,2025-05-06,Status updated to Pending Trial
4172,1482,1,62,2025-07-04,Case registered
4173,1482,2,62,2025-07-12,Investigation taken up
4174,1482,3,62,2026-02-14,Status updated to Charge Sheeted
4175,1483,1,100,2024-02-21,Case registered
4176,1483,2,100,2024-02-28,Investigation taken up
4177,1483,6,100,2024-09-28,Status updated to Closed - Acquitted
4178,1484,1,160,2026-05-05,Case registered
4179,1484,2,160,2026-05-26,Investigation taken up
4180,1484,3,160,2026-06-19,Status updated to Charge Sheeted
4181,1485,1,168,2024-08-28,Case registered
4182,1485,2,168,2024-09-15,Investigation taken up
4183,1485,4,168,2024-11-09,Status updated to Pending Trial
4184,1486,1,411,2024-03-06,Case registered
4185,1486,2,411,2024-04-01,Investigation taken up
4186,1486,7,411,2024-11-25,Status updated to Closed - False Case
4187,1487,1,395,2026-04-04,Case registered
4188,1487,2,395,2026-04-14,Investigation taken up
4189,1488,1,214,2026-05-15,Case registered
4190,1488,2,214,2026-05-24,Investigation taken up
4191,1489,1,163,2024-04-03,Case registered
4192,1489,2,163,2024-04-30,Investigation taken up
4193,1489,8,163,2024-05-09,Status updated to Closed - Undetected
4194,1490,1,23,2025-05-21,Case registered
4195,1490,2,23,2025-06-02,Investigation taken up
4196,1490,5,23,2025-12-08,Status updated to Closed - Convicted
4197,1491,1,131,2026-02-15,Case registered
4198,1491,2,131,2026-02-27,Investigation taken up
4199,1491,4,131,2026-04-05,Status updated to Pending Trial
4200,1492,1,403,2026-02-28,Case registered
4201,1492,2,403,2026-03-21,Investigation taken up
4202,1492,8,403,2026-10-10,Status updated to Closed - Undetected
4203,1493,1,214,2024-10-12,Case registered
4204,1493,2,214,2024-11-10,Investigation taken up
4205,1493,5,214,2025-07-24,Status updated to Closed - Convicted
4206,1494,1,432,2025-07-27,Case registered
4207,1494,2,432,2025-08-13,Investigation taken up
4208,1494,4,432,2026-04-15,Status updated to Pending Trial
4209,1495,1,438,2024-11-20,Case registered
4210,1495,2,438,2024-11-28,Investigation taken up
4211,1495,5,438,2025-01-02,Status updated to Closed - Convicted
4212,1496,1,99,2026-02-14,Case registered
4213,1496,2,99,2026-03-11,Investigation taken up
4214,1496,8,99,2026-05-08,Status updated to Closed - Undetected
4215,1497,1,99,2025-06-02,Case registered
4216,1497,2,99,2025-06-20,Investigation taken up
4217,1497,5,99,2025-11-21,Status updated to Closed - Convicted
4218,1498,1,219,2026-04-15,Case registered
4219,1498,2,219,2026-05-14,Investigation taken up
4220,1499,1,84,2026-01-06,Case registered
4221,1499,2,84,2026-01-31,Investigation taken up
4222,1499,8,84,2026-03-22,Status updated to Closed - Undetected
4223,1500,1,213,2024-07-17,Case registered
4224,1500,2,213,2024-07-25,Investigation taken up
4225,1500,5,213,2024-11-18,Status updated to Closed - Convicted
4226,1501,1,321,2026-05-23,Case registered
4227,1501,2,321,2026-05-28,Investigation taken up
4228,1501,3,321,2027-03-15,Status updated to Charge Sheeted
4229,1502,1,305,2026-06-09,Case registered
4230,1502,2,305,2026-06-27,Investigation taken up
4231,1503,1,228,2025-10-19,Case registered
4232,1503,2,228,2025-11-10,Investigation taken up
4233,1503,4,228,2026-01-03,Status updated to Pending Trial
4234,1504,1,387,2025-07-26,Case registered
4235,1504,2,387,2025-08-14,Investigation taken up
4236,1504,8,387,2026-02-13,Status updated to Closed - Undetected
4237,1505,1,214,2025-04-09,Case registered
4238,1505,2,214,2025-04-21,Investigation taken up
4239,1505,5,214,2025-10-29,Status updated to Closed - Convicted
4240,1506,1,110,2026-07-10,Case registered
4241,1507,1,313,2025-10-09,Case registered
4242,1507,2,313,2025-10-22,Investigation taken up
4243,1507,4,313,2026-04-06,Status updated to Pending Trial
4244,1508,1,267,2026-01-06,Case registered
4245,1508,2,267,2026-01-14,Investigation taken up
4246,1508,4,267,2026-04-20,Status updated to Pending Trial
4247,1509,1,372,2024-07-07,Case registered
4248,1509,2,372,2024-07-13,Investigation taken up
4249,1509,4,372,2024-11-21,Status updated to Pending Trial
4250,1510,1,329,2025-04-14,Case registered
4251,1510,2,329,2025-04-25,Investigation taken up
4252,1510,5,329,2025-09-28,Status updated to Closed - Convicted
4253,1511,1,70,2025-05-14,Case registered
4254,1511,2,70,2025-05-26,Investigation taken up
4255,1511,6,70,2025-10-18,Status updated to Closed - Acquitted
4256,1512,1,213,2025-12-22,Case registered
4257,1512,2,213,2026-01-11,Investigation taken up
4258,1512,8,213,2026-02-05,Status updated to Closed - Undetected
4259,1513,1,67,2026-01-19,Case registered
4260,1513,2,67,2026-01-30,Investigation taken up
4261,1513,3,67,2026-05-13,Status updated to Charge Sheeted
4262,1514,1,13,2026-01-16,Case registered
4263,1514,2,13,2026-02-02,Investigation taken up
4264,1514,3,13,2026-09-18,Status updated to Charge Sheeted
4265,1515,1,420,2025-06-24,Case registered
4266,1515,2,420,2025-07-12,Investigation taken up
4267,1515,4,420,2026-03-10,Status updated to Pending Trial
4268,1516,1,372,2026-07-10,Case registered
4269,1517,1,97,2024-06-16,Case registered
4270,1517,2,97,2024-07-05,Investigation taken up
4271,1517,5,97,2024-08-01,Status updated to Closed - Convicted
4272,1518,1,172,2026-04-07,Case registered
4273,1518,2,172,2026-04-23,Investigation taken up
4274,1518,3,172,2026-10-12,Status updated to Charge Sheeted
4275,1519,1,20,2025-04-22,Case registered
4276,1519,2,20,2025-05-12,Investigation taken up
4277,1519,8,20,2025-10-14,Status updated to Closed - Undetected
4278,1520,1,8,2026-02-16,Case registered
4279,1520,2,8,2026-03-06,Investigation taken up
4280,1520,8,8,2026-07-05,Status updated to Closed - Undetected
4281,1521,1,295,2024-02-24,Case registered
4282,1521,2,295,2024-03-17,Investigation taken up
4283,1521,5,295,2024-12-16,Status updated to Closed - Convicted
4284,1522,1,230,2024-02-05,Case registered
4285,1522,2,230,2024-02-17,Investigation taken up
4286,1522,4,230,2024-04-25,Status updated to Pending Trial
4287,1523,1,249,2025-07-14,Case registered
4288,1523,2,249,2025-07-21,Investigation taken up
4289,1523,3,249,2025-11-10,Status updated to Charge Sheeted
4290,1524,1,63,2025-06-27,Case registered
4291,1524,2,63,2025-07-08,Investigation taken up
4292,1524,4,63,2025-08-19,Status updated to Pending Trial
4293,1525,1,144,2026-07-10,Case registered
4294,1525,2,144,2026-07-26,Investigation taken up
4295,1526,1,65,2026-02-05,Case registered
4296,1526,2,65,2026-03-05,Investigation taken up
4297,1526,3,65,2026-03-23,Status updated to Charge Sheeted
4298,1527,1,52,2026-06-16,Case registered
4299,1528,1,72,2026-06-26,Case registered
4300,1529,1,56,2026-03-16,Case registered
4301,1529,2,56,2026-04-09,Investigation taken up
4302,1529,3,56,2026-07-18,Status updated to Charge Sheeted
4303,1530,1,271,2025-03-26,Case registered
4304,1530,2,271,2025-04-04,Investigation taken up
4305,1530,5,271,2025-12-07,Status updated to Closed - Convicted
4306,1531,1,442,2025-12-12,Case registered
4307,1531,2,442,2026-01-07,Investigation taken up
4308,1531,8,442,2026-01-30,Status updated to Closed - Undetected
4309,1532,1,294,2026-02-03,Case registered
4310,1532,2,294,2026-02-18,Investigation taken up
4311,1532,4,294,2026-09-08,Status updated to Pending Trial
4312,1533,1,207,2026-02-01,Case registered
4313,1533,2,207,2026-02-28,Investigation taken up
4314,1533,8,207,2026-09-30,Status updated to Closed - Undetected
4315,1534,1,443,2025-10-07,Case registered
4316,1534,2,443,2025-11-05,Investigation taken up
4317,1534,3,443,2026-07-15,Status updated to Charge Sheeted
4318,1535,1,377,2025-09-20,Case registered
4319,1535,2,377,2025-09-25,Investigation taken up
4320,1535,8,377,2025-11-25,Status updated to Closed - Undetected
4321,1536,1,239,2025-05-11,Case registered
4322,1536,2,239,2025-06-03,Investigation taken up
4323,1536,6,239,2026-02-11,Status updated to Closed - Acquitted
4324,1537,1,439,2024-09-18,Case registered
4325,1537,2,439,2024-10-14,Investigation taken up
4326,1537,6,439,2025-02-17,Status updated to Closed - Acquitted
4327,1538,1,295,2024-06-26,Case registered
4328,1538,2,295,2024-07-01,Investigation taken up
4329,1538,5,295,2025-01-12,Status updated to Closed - Convicted
4330,1539,1,193,2025-12-23,Case registered
4331,1539,2,193,2026-01-17,Investigation taken up
4332,1539,3,193,2026-08-04,Status updated to Charge Sheeted
4333,1540,1,387,2025-09-19,Case registered
4334,1540,2,387,2025-10-15,Investigation taken up
4335,1540,3,387,2026-02-14,Status updated to Charge Sheeted
4336,1541,1,228,2025-02-24,Case registered
4337,1541,2,228,2025-03-09,Investigation taken up
4338,1541,6,228,2025-05-29,Status updated to Closed - Acquitted
4339,1542,1,391,2026-06-22,Case registered
4340,1542,2,391,2026-07-16,Investigation taken up
4341,1543,1,401,2024-01-15,Case registered
4342,1543,2,401,2024-01-23,Investigation taken up
4343,1543,5,401,2024-07-24,Status updated to Closed - Convicted
4344,1544,1,295,2025-02-13,Case registered
4345,1544,2,295,2025-02-25,Investigation taken up
4346,1544,8,295,2025-08-07,Status updated to Closed - Undetected
4347,1545,1,259,2025-12-22,Case registered
4348,1545,2,259,2026-01-02,Investigation taken up
4349,1545,4,259,2026-02-26,Status updated to Pending Trial
4350,1546,1,26,2026-07-10,Case registered
4351,1547,1,301,2025-02-05,Case registered
4352,1547,2,301,2025-02-16,Investigation taken up
4353,1547,5,301,2025-04-27,Status updated to Closed - Convicted
4354,1548,1,38,2026-03-14,Case registered
4355,1548,2,38,2026-04-10,Investigation taken up
4356,1548,3,38,2026-08-20,Status updated to Charge Sheeted
4357,1549,1,104,2025-10-17,Case registered
4358,1549,2,104,2025-10-31,Investigation taken up
4359,1549,4,104,2026-08-07,Status updated to Pending Trial
4360,1550,1,91,2026-05-06,Case registered
4361,1550,2,91,2026-05-29,Investigation taken up
4362,1550,3,91,2026-08-03,Status updated to Charge Sheeted
4363,1551,1,78,2026-02-04,Case registered
4364,1551,2,78,2026-02-25,Investigation taken up
4365,1551,3,78,2026-11-01,Status updated to Charge Sheeted
4366,1552,1,108,2024-06-19,Case registered
4367,1552,2,108,2024-07-18,Investigation taken up
4368,1552,5,108,2025-01-30,Status updated to Closed - Convicted
4369,1553,1,359,2025-10-24,Case registered
4370,1553,2,359,2025-10-31,Investigation taken up
4371,1553,8,359,2026-02-11,Status updated to Closed - Undetected
4372,1554,1,182,2026-02-26,Case registered
4373,1554,2,182,2026-03-21,Investigation taken up
4374,1554,3,182,2026-11-17,Status updated to Charge Sheeted
4375,1555,1,199,2026-01-24,Case registered
4376,1555,2,199,2026-02-14,Investigation taken up
4377,1555,3,199,2026-10-01,Status updated to Charge Sheeted
4378,1556,1,175,2025-01-02,Case registered
4379,1556,2,175,2025-01-11,Investigation taken up
4380,1556,4,175,2025-06-14,Status updated to Pending Trial
4381,1557,1,130,2025-05-26,Case registered
4382,1557,2,130,2025-06-12,Investigation taken up
4383,1557,8,130,2025-10-01,Status updated to Closed - Undetected
4384,1558,1,337,2025-05-10,Case registered
4385,1558,2,337,2025-06-02,Investigation taken up
4386,1558,5,337,2025-06-19,Status updated to Closed - Convicted
4387,1559,1,165,2025-02-22,Case registered
4388,1559,2,165,2025-03-05,Investigation taken up
4389,1559,6,165,2025-06-27,Status updated to Closed - Acquitted
4390,1560,1,163,2025-03-11,Case registered
4391,1560,2,163,2025-03-25,Investigation taken up
4392,1560,5,163,2025-11-09,Status updated to Closed - Convicted
4393,1561,1,286,2026-07-10,Case registered
4394,1561,2,286,2026-08-06,Investigation taken up
4395,1562,1,115,2024-03-18,Case registered
4396,1562,2,115,2024-04-08,Investigation taken up
4397,1562,8,115,2024-05-06,Status updated to Closed - Undetected
4398,1563,1,336,2026-02-22,Case registered
4399,1563,2,336,2026-03-20,Investigation taken up
4400,1563,8,336,2026-08-21,Status updated to Closed - Undetected
4401,1564,1,446,2026-04-17,Case registered
4402,1564,2,446,2026-05-07,Investigation taken up
4403,1564,3,446,2026-09-07,Status updated to Charge Sheeted
4404,1565,1,289,2024-05-14,Case registered
4405,1565,2,289,2024-05-19,Investigation taken up
4406,1565,5,289,2025-02-06,Status updated to Closed - Convicted
4407,1566,1,443,2025-12-15,Case registered
4408,1566,2,443,2026-01-05,Investigation taken up
4409,1566,4,443,2026-01-21,Status updated to Pending Trial
4410,1567,1,70,2026-03-04,Case registered
4411,1567,2,70,2026-03-24,Investigation taken up
4412,1567,3,70,2026-07-06,Status updated to Charge Sheeted
4413,1568,1,379,2025-02-24,Case registered
4414,1568,2,379,2025-03-26,Investigation taken up
4415,1568,8,379,2025-10-03,Status updated to Closed - Undetected
4416,1569,1,249,2024-02-13,Case registered
4417,1569,2,249,2024-03-04,Investigation taken up
4418,1569,5,249,2024-10-02,Status updated to Closed - Convicted
4419,1570,1,80,2026-01-15,Case registered
4420,1570,2,80,2026-02-10,Investigation taken up
4421,1570,4,80,2026-07-11,Status updated to Pending Trial
4422,1571,1,167,2026-07-10,Case registered
4423,1572,1,428,2026-05-09,Case registered
4424,1572,2,428,2026-05-23,Investigation taken up
4425,1573,1,389,2026-06-02,Case registered
4426,1573,2,389,2026-06-23,Investigation taken up
4427,1573,3,389,2027-03-18,Status updated to Charge Sheeted
4428,1574,1,43,2024-01-21,Case registered
4429,1574,2,43,2024-02-13,Investigation taken up
4430,1574,5,43,2024-09-08,Status updated to Closed - Convicted
4431,1575,1,58,2025-08-23,Case registered
4432,1575,2,58,2025-09-10,Investigation taken up
4433,1575,3,58,2025-12-30,Status updated to Charge Sheeted
4434,1576,1,321,2025-09-14,Case registered
4435,1576,2,321,2025-10-05,Investigation taken up
4436,1576,8,321,2025-11-13,Status updated to Closed - Undetected
4437,1577,1,246,2025-08-09,Case registered
4438,1577,2,246,2025-08-25,Investigation taken up
4439,1577,8,246,2026-01-31,Status updated to Closed - Undetected
4440,1578,1,59,2025-07-01,Case registered
4441,1578,2,59,2025-07-29,Investigation taken up
4442,1578,3,59,2025-12-05,Status updated to Charge Sheeted
4443,1579,1,335,2026-06-20,Case registered
4444,1580,1,132,2025-05-22,Case registered
4445,1580,2,132,2025-06-12,Investigation taken up
4446,1580,5,132,2025-07-22,Status updated to Closed - Convicted
4447,1581,1,54,2025-02-09,Case registered
4448,1581,2,54,2025-03-02,Investigation taken up
4449,1581,5,54,2025-07-17,Status updated to Closed - Convicted
4450,1582,1,98,2025-12-19,Case registered
4451,1582,2,98,2025-12-27,Investigation taken up
4452,1582,8,98,2026-01-26,Status updated to Closed - Undetected
4453,1583,1,368,2026-04-25,Case registered
4454,1583,2,368,2026-05-22,Investigation taken up
4455,1584,1,69,2025-04-13,Case registered
4456,1584,2,69,2025-04-28,Investigation taken up
4457,1584,8,69,2025-09-30,Status updated to Closed - Undetected
4458,1585,1,357,2024-11-12,Case registered
4459,1585,2,357,2024-12-10,Investigation taken up
4460,1585,4,357,2025-04-12,Status updated to Pending Trial
4461,1586,1,109,2024-08-08,Case registered
4462,1586,2,109,2024-09-02,Investigation taken up
4463,1586,6,109,2024-12-24,Status updated to Closed - Acquitted
4464,1587,1,102,2025-02-12,Case registered
4465,1587,2,102,2025-03-08,Investigation taken up
4466,1587,6,102,2025-07-24,Status updated to Closed - Acquitted
4467,1588,1,332,2026-04-18,Case registered
4468,1588,2,332,2026-05-05,Investigation taken up
4469,1588,3,332,2027-01-06,Status updated to Charge Sheeted
4470,1589,1,444,2025-03-12,Case registered
4471,1589,2,444,2025-03-18,Investigation taken up
4472,1589,8,444,2025-05-19,Status updated to Closed - Undetected
4473,1590,1,227,2025-11-27,Case registered
4474,1590,2,227,2025-12-04,Investigation taken up
4475,1590,3,227,2026-09-14,Status updated to Charge Sheeted
4476,1591,1,63,2025-01-26,Case registered
4477,1591,2,63,2025-02-08,Investigation taken up
4478,1591,4,63,2025-08-11,Status updated to Pending Trial
4479,1592,1,221,2026-01-01,Case registered
4480,1592,2,221,2026-01-22,Investigation taken up
4481,1592,3,221,2026-09-11,Status updated to Charge Sheeted
4482,1593,1,11,2025-01-26,Case registered
4483,1593,2,11,2025-02-05,Investigation taken up
4484,1593,8,11,2025-04-18,Status updated to Closed - Undetected
4485,1594,1,157,2025-11-15,Case registered
4486,1594,2,157,2025-11-22,Investigation taken up
4487,1594,8,157,2026-08-01,Status updated to Closed - Undetected
4488,1595,1,227,2025-08-06,Case registered
4489,1595,2,227,2025-08-31,Investigation taken up
4490,1595,4,227,2025-09-19,Status updated to Pending Trial
4491,1596,1,72,2024-02-22,Case registered
4492,1596,2,72,2024-03-06,Investigation taken up
4493,1596,5,72,2024-08-09,Status updated to Closed - Convicted
4494,1597,1,428,2026-04-04,Case registered
4495,1597,2,428,2026-04-15,Investigation taken up
4496,1597,3,428,2026-07-21,Status updated to Charge Sheeted
4497,1598,1,146,2026-04-21,Case registered
4498,1598,2,146,2026-04-28,Investigation taken up
4499,1598,3,146,2026-12-16,Status updated to Charge Sheeted
4500,1599,1,336,2026-01-21,Case registered
4501,1599,2,336,2026-02-02,Investigation taken up
4502,1599,8,336,2026-11-12,Status updated to Closed - Undetected
4503,1600,1,177,2025-01-02,Case registered
4504,1600,2,177,2025-01-18,Investigation taken up
4505,1600,7,177,2025-08-26,Status updated to Closed - False Case
4506,1601,1,82,2024-05-02,Case registered
4507,1601,2,82,2024-05-31,Investigation taken up
4508,1601,7,82,2024-12-14,Status updated to Closed - False Case
4509,1602,1,236,2025-05-13,Case registered
4510,1602,2,236,2025-05-19,Investigation taken up
4511,1602,8,236,2025-07-07,Status updated to Closed - Undetected
4512,1603,1,416,2026-07-10,Case registered
4513,1603,2,416,2026-08-07,Investigation taken up
4514,1604,1,342,2024-12-11,Case registered
4515,1604,2,342,2024-12-19,Investigation taken up
4516,1604,5,342,2025-03-15,Status updated to Closed - Convicted
4517,1605,1,69,2026-07-10,Case registered
4518,1606,1,398,2026-07-10,Case registered
4519,1606,2,398,2026-07-29,Investigation taken up
4520,1607,1,75,2024-11-23,Case registered
4521,1607,2,75,2024-12-17,Investigation taken up
4522,1607,5,75,2025-08-16,Status updated to Closed - Convicted
4523,1608,1,105,2025-08-03,Case registered
4524,1608,2,105,2025-08-29,Investigation taken up
4525,1608,3,105,2026-02-06,Status updated to Charge Sheeted
4526,1609,1,117,2026-02-22,Case registered
4527,1609,2,117,2026-03-20,Investigation taken up
4528,1609,4,117,2026-04-09,Status updated to Pending Trial
4529,1610,1,270,2025-02-06,Case registered
4530,1610,2,270,2025-02-28,Investigation taken up
4531,1610,8,270,2025-11-18,Status updated to Closed - Undetected
4532,1611,1,271,2026-04-14,Case registered
4533,1611,2,271,2026-05-10,Investigation taken up
4534,1612,1,25,2025-04-08,Case registered
4535,1612,2,25,2025-04-28,Investigation taken up
4536,1612,8,25,2025-06-08,Status updated to Closed - Undetected
4537,1613,1,63,2025-09-11,Case registered
4538,1613,2,63,2025-09-24,Investigation taken up
4539,1613,4,63,2025-11-18,Status updated to Pending Trial
4540,1614,1,329,2026-02-18,Case registered
4541,1614,2,329,2026-03-05,Investigation taken up
4542,1614,4,329,2026-07-06,Status updated to Pending Trial
4543,1615,1,276,2024-03-09,Case registered
4544,1615,2,276,2024-04-02,Investigation taken up
4545,1615,4,276,2024-05-04,Status updated to Pending Trial
4546,1616,1,49,2025-09-01,Case registered
4547,1616,2,49,2025-09-18,Investigation taken up
4548,1616,3,49,2026-02-07,Status updated to Charge Sheeted
4549,1617,1,241,2025-09-27,Case registered
4550,1617,2,241,2025-10-23,Investigation taken up
4551,1617,3,241,2026-07-10,Status updated to Charge Sheeted
4552,1618,1,421,2025-10-22,Case registered
4553,1618,2,421,2025-11-06,Investigation taken up
4554,1618,3,421,2026-01-12,Status updated to Charge Sheeted
4555,1619,1,369,2026-06-28,Case registered
4556,1620,1,146,2026-07-10,Case registered
4557,1620,2,146,2026-07-21,Investigation taken up
4558,1621,1,382,2025-10-14,Case registered
4559,1621,2,382,2025-11-10,Investigation taken up
4560,1621,3,382,2026-06-26,Status updated to Charge Sheeted
4561,1622,1,158,2026-05-15,Case registered
4562,1622,2,158,2026-06-04,Investigation taken up
4563,1622,3,158,2027-03-04,Status updated to Charge Sheeted
4564,1623,1,381,2025-11-02,Case registered
4565,1623,2,381,2025-11-09,Investigation taken up
4566,1623,4,381,2026-03-12,Status updated to Pending Trial
4567,1624,1,257,2026-03-21,Case registered
4568,1624,2,257,2026-04-13,Investigation taken up
4569,1624,3,257,2026-11-21,Status updated to Charge Sheeted
4570,1625,1,178,2026-06-02,Case registered
4571,1625,2,178,2026-06-21,Investigation taken up
4572,1625,3,178,2026-09-03,Status updated to Charge Sheeted
4573,1626,1,59,2025-05-12,Case registered
4574,1626,2,59,2025-05-28,Investigation taken up
4575,1626,8,59,2025-07-07,Status updated to Closed - Undetected
4576,1627,1,140,2026-04-10,Case registered
4577,1627,2,140,2026-04-29,Investigation taken up
4578,1628,1,74,2026-02-04,Case registered
4579,1628,2,74,2026-02-11,Investigation taken up
4580,1628,3,74,2026-04-28,Status updated to Charge Sheeted
4581,1629,1,22,2024-04-18,Case registered
4582,1629,2,22,2024-05-18,Investigation taken up
4583,1629,6,22,2025-01-17,Status updated to Closed - Acquitted
4584,1630,1,106,2026-05-08,Case registered
4585,1630,2,106,2026-05-19,Investigation taken up
4586,1631,1,415,2024-08-06,Case registered
4587,1631,2,415,2024-08-15,Investigation taken up
4588,1631,8,415,2024-10-04,Status updated to Closed - Undetected
4589,1632,1,356,2025-09-02,Case registered
4590,1632,2,356,2025-09-20,Investigation taken up
4591,1632,3,356,2026-03-23,Status updated to Charge Sheeted
4592,1633,1,268,2025-06-28,Case registered
4593,1633,2,268,2025-07-17,Investigation taken up
4594,1633,4,268,2025-12-29,Status updated to Pending Trial
4595,1634,1,72,2024-08-18,Case registered
4596,1634,2,72,2024-08-29,Investigation taken up
4597,1634,8,72,2025-04-10,Status updated to Closed - Undetected
4598,1635,1,119,2026-02-05,Case registered
4599,1635,2,119,2026-03-07,Investigation taken up
4600,1635,3,119,2026-06-21,Status updated to Charge Sheeted
4601,1636,1,297,2026-02-28,Case registered
4602,1636,2,297,2026-03-21,Investigation taken up
4603,1636,3,297,2026-08-09,Status updated to Charge Sheeted
4604,1637,1,97,2025-11-28,Case registered
4605,1637,2,97,2025-12-11,Investigation taken up
4606,1637,4,97,2026-07-14,Status updated to Pending Trial
4607,1638,1,96,2025-04-04,Case registered
4608,1638,2,96,2025-04-20,Investigation taken up
4609,1638,7,96,2025-06-24,Status updated to Closed - False Case
4610,1639,1,145,2024-12-16,Case registered
4611,1639,2,145,2025-01-08,Investigation taken up
4612,1639,6,145,2025-04-03,Status updated to Closed - Acquitted
4613,1640,1,257,2025-05-07,Case registered
4614,1640,2,257,2025-05-17,Investigation taken up
4615,1640,7,257,2025-12-04,Status updated to Closed - False Case
4616,1641,1,96,2025-11-08,Case registered
4617,1641,2,96,2025-11-19,Investigation taken up
4618,1641,3,96,2026-08-17,Status updated to Charge Sheeted
4619,1642,1,237,2025-06-24,Case registered
4620,1642,2,237,2025-07-21,Investigation taken up
4621,1642,3,237,2026-04-07,Status updated to Charge Sheeted
4622,1643,1,125,2026-05-20,Case registered
4623,1643,2,125,2026-05-29,Investigation taken up
4624,1644,1,52,2024-04-19,Case registered
4625,1644,2,52,2024-04-28,Investigation taken up
4626,1644,5,52,2024-07-29,Status updated to Closed - Convicted
4627,1645,1,21,2025-06-14,Case registered
4628,1645,2,21,2025-06-29,Investigation taken up
4629,1645,4,21,2026-02-08,Status updated to Pending Trial
4630,1646,1,162,2026-04-19,Case registered
4631,1646,2,162,2026-05-12,Investigation taken up
4632,1646,3,162,2026-08-02,Status updated to Charge Sheeted
4633,1647,1,446,2025-05-07,Case registered
4634,1647,2,446,2025-05-18,Investigation taken up
4635,1647,8,446,2025-08-10,Status updated to Closed - Undetected
4636,1648,1,182,2026-05-05,Case registered
4637,1648,2,182,2026-05-10,Investigation taken up
4638,1649,1,215,2026-02-20,Case registered
4639,1649,2,215,2026-02-25,Investigation taken up
4640,1649,8,215,2026-04-21,Status updated to Closed - Undetected
4641,1650,1,104,2025-03-02,Case registered
4642,1650,2,104,2025-03-16,Investigation taken up
4643,1650,6,104,2025-05-11,Status updated to Closed - Acquitted
4644,1651,1,78,2025-11-03,Case registered
4645,1651,2,78,2025-11-11,Investigation taken up
4646,1651,3,78,2026-04-20,Status updated to Charge Sheeted
4647,1652,1,323,2026-02-02,Case registered
4648,1652,2,323,2026-02-08,Investigation taken up
4649,1652,3,323,2026-06-15,Status updated to Charge Sheeted
4650,1653,1,271,2024-12-09,Case registered
4651,1653,2,271,2025-01-07,Investigation taken up
4652,1653,5,271,2025-04-19,Status updated to Closed - Convicted
4653,1654,1,356,2024-06-28,Case registered
4654,1654,2,356,2024-07-25,Investigation taken up
4655,1654,5,356,2024-09-21,Status updated to Closed - Convicted
4656,1655,1,322,2025-12-10,Case registered
4657,1655,2,322,2025-12-28,Investigation taken up
4658,1655,4,322,2026-02-07,Status updated to Pending Trial
4659,1656,1,440,2025-06-05,Case registered
4660,1656,2,440,2025-06-25,Investigation taken up
4661,1656,4,440,2026-01-24,Status updated to Pending Trial
4662,1657,1,66,2026-04-14,Case registered
4663,1657,2,66,2026-04-21,Investigation taken up
4664,1658,1,5,2025-11-09,Case registered
4665,1658,2,5,2025-12-08,Investigation taken up
4666,1658,3,5,2026-03-15,Status updated to Charge Sheeted
