CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1481,100030015202500006,202500006,2025-02-02,52,15,1,2,2,7,4,6,2025-02-01,2025-02-01,2025-02-02,15.762447,74.615004,"A complaint was received on 2025-02-02 stating that the complainant's house was broken into and valuables were stolen near Area-2, Belagavi. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1482,100050019202500003,202500003,2025-07-04,62,19,1,2,3,14,3,10,2025-07-03,2025-07-03,2025-07-04,12.964228,77.478686,"On 2025-07-04, the complainant reported that counterfeit currency notes were found in circulation at Area-2 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
1483,100050029202400011,202400011,2024-02-21,100,29,1,2,3,14,6,10,2024-02-21,2024-02-21,2024-02-21,12.894475,77.666661,"On 2024-02-21, information was received at the station regarding counterfeit currency notes were found in circulation in Area-14 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
1484,100110047202600006,202600006,2026-05-05,160,47,1,1,5,20,3,22,2026-05-02,2026-05-02,2026-05-05,12.891275,74.997943,"On 2026-05-05, information was received at the station regarding a narcotics trafficking network was uncovered during a routine check in Area-20 locality, Dakshina Kannada district. "
1485,100110050202400005,202400005,2024-08-28,168,50,1,2,2,8,4,21,2024-08-28,2024-08-28,2024-08-28,12.909128,74.953973,"A complaint was received on 2024-08-28 stating that the complainant was robbed at knifepoint near Area-7, Dakshina Kannada.  Investigation has been initiated by the station."
1486,100280117202400002,202400002,2024-03-06,411,117,1,2,3,12,7,55,2024-03-03,2024-03-03,2024-03-06,14.788524,74.763538,"A complaint was received on 2024-03-06 stating that the complainant was cheated of money on false pretences near Area-1, Uttara Kannada.  Investigation has been initiated by the station."
1487,100270112202600006,202600006,2026-04-04,395,112,1,1,1,1,2,53,2026-04-01,2026-04-01,2026-04-04,13.227392,74.853926,"On 2026-04-04, the complainant reported that the victim was found dead under suspicious circumstances at Area-11 area of Udupi. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1488,100140064202600005,202600005,2026-05-15,214,64,1,2,2,6,2,28,2026-05-14,2026-05-14,2026-05-15,15.533301,75.658859,"On 2026-05-15, information was received at the station regarding property belonging to the complainant was stolen in Area-18 locality, Gadag district. "
1489,100110048202400004,202400004,2024-04-03,163,48,1,1,2,9,8,21,2024-03-31,2024-03-31,2024-04-03,12.934152,74.780001,"On 2024-04-03, the complainant reported that a group of armed persons robbed the complainant's premises at Area-20 area of Dakshina Kannada. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1490,100020007202500003,202500003,2025-05-21,23,7,1,2,4,15,5,4,2025-05-20,2025-05-20,2025-05-21,15.053339,77.017239,"On 2025-05-21, information was received at the station regarding the complainant was subjected to domestic cruelty by family members in Area-13 locality, Ballari district. "
1491,100080038202600006,202600006,2026-02-15,131,38,1,1,2,9,4,15,2026-02-13,2026-02-13,2026-02-15,13.494964,77.630233,"On 2026-02-15, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-8 locality, Chikkaballapur district. "
1492,100280115202600004,202600004,2026-02-28,403,115,1,2,1,4,8,56,2026-02-26,2026-02-26,2026-02-28,14.86067,74.720978,"On 2026-02-28, the complainant reported that the victim was physically assaulted at Area-16 area of Uttara Kannada.  The matter was registered and taken up for investigation."
1493,100140064202400004,202400004,2024-10-12,214,64,1,2,2,6,5,28,2024-10-11,2024-10-11,2024-10-12,15.443646,75.748058,"On 2024-10-12, the complainant reported that property belonging to the complainant was stolen at Area-19 area of Gadag.  The matter was registered and taken up for investigation."
1494,100300122202500003,202500003,2025-07-27,432,122,1,1,2,9,4,60,2025-07-27,2025-07-27,2025-07-27,16.652449,77.159423,"On 2025-07-27, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-18 locality, Yadgir district. "
1495,100310124202400004,202400004,2024-11-20,438,124,1,2,2,6,5,62,2024-11-20,2024-11-20,2024-11-20,15.176519,76.517253,"On 2024-11-20, the complainant reported that property belonging to the complainant was stolen at Area-19 area of Vijayanagara.  The matter was registered and taken up for investigation."
1496,100050028202600007,202600007,2026-02-14,99,28,1,1,2,9,8,9,2026-02-12,2026-02-12,2026-02-14,12.956808,77.636654,"On 2026-02-14, the complainant reported that a group of armed persons robbed the complainant's premises at Area-13 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
1497,100050028202500019,202500019,2025-06-02,99,28,1,1,4,18,5,9,2025-05-30,2025-05-30,2025-06-02,12.986342,77.636955,"On 2025-06-02, the complainant reported that a sexual offence was reported against the complainant at Area-11 area of Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1498,100140065202600004,202600004,2026-04-15,219,65,1,1,1,2,2,28,2026-04-14,2026-04-14,2026-04-15,15.352042,75.568273,"On 2026-04-15, the complainant reported that an attempt was made on the victim's life at Area-1 area of Gadag.  The matter was registered and taken up for investigation."
1499,100050025202600004,202600004,2026-01-06,84,25,1,2,7,26,8,9,2026-01-04,2026-01-04,2026-01-06,12.992873,77.618802,"On 2026-01-06, the complainant reported that the complainant was defrauded after being threatened over a video call impersonating law enforcement at Area-5 area of Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1500,100130063202400004,202400004,2024-07-17,213,63,1,2,2,6,5,25,2024-07-17,2024-07-17,2024-07-17,15.554008,74.935027,"On 2024-07-17, information was received at the station regarding property belonging to the complainant was stolen in Area-20 locality, Dharwad district. "
1501,400220092202600001,202600001,2026-05-23,321,92,4,2,3,14,3,43,2026-05-22,2026-05-22,2026-05-23,12.263899,76.560538,"On 2026-05-23, the complainant reported that counterfeit currency notes were found in circulation at Area-4 area of Mysuru.  The matter was registered and taken up for investigation."
1502,300210088202600001,202600001,2026-06-09,305,88,2,2,8,28,2,41,2026-06-07,2026-06-07,2026-06-09,12.599907,76.971082,"On 2026-06-09, information was received at the station regarding a person was found dead under circumstances requiring inquest in Area-7 locality, Mandya district. Preliminary information suggests a pattern consistent with prior cases in the area."
1503,100150067202500003,202500003,2025-10-19,228,67,1,2,7,23,4,30,2025-10-16,2025-10-16,2025-10-19,13.080231,76.19629,"On 2025-10-19, the complainant reported that the complainant lost money through a fraudulent online transaction at Area-13 area of Hassan.  The matter was registered and taken up for investigation."
1504,100260110202500001,202500001,2025-07-26,387,110,1,2,7,25,8,52,2025-07-25,2025-07-25,2025-07-26,13.292507,77.150459,"On 2025-07-26, the complainant reported that the complainant was repeatedly harassed online by an unknown person at Area-5 area of Tumakuru.  The matter was registered and taken up for investigation."
1505,100140064202500005,202500005,2025-04-09,214,64,1,1,4,18,5,28,2025-04-09,2025-04-09,2025-04-09,15.443704,75.558894,"On 2025-04-09, the complainant reported that a sexual offence was reported against the complainant at Area-12 area of Gadag.  The matter was registered and taken up for investigation."
1506,800060032202600002,202600002,2026-07-10,110,32,3,2,2,10,1,11,2026-07-09,2026-07-09,2026-07-10,17.98954,77.629162,"On 2026-07-10, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-15 area of Bidar.  The matter was registered and taken up for investigation."
1507,100210090202500006,202500006,2025-10-09,313,90,1,2,2,10,4,42,2025-10-08,2025-10-08,2025-10-09,12.512236,76.845721,"On 2025-10-09, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-3 locality, Mandya district. Preliminary information suggests a pattern consistent with prior cases in the area."
1508,100170077202600004,202600004,2026-01-06,267,77,1,2,2,8,4,34,2026-01-06,2026-01-06,2026-01-06,17.337507,76.735528,"On 2026-01-06, the complainant reported that the complainant was robbed at knifepoint at Area-15 area of Kalaburagi. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1509,100250105202400005,202400005,2024-07-07,372,105,1,1,2,9,4,49,2024-07-04,2024-07-04,2024-07-07,13.980058,75.525189,"On 2024-07-07, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-4 locality, Shivamogga district. "
1510,100220094202500006,202500006,2025-04-14,329,94,1,2,4,15,5,43,2025-04-14,2025-04-14,2025-04-14,12.23279,76.531842,"On 2025-04-14, the complainant reported that the complainant was subjected to domestic cruelty by family members at Area-2 area of Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1511,100050021202500008,202500008,2025-05-14,70,21,1,2,4,16,6,9,2025-05-12,2025-05-12,2025-05-14,12.99351,77.560463,"A complaint was received on 2025-05-14 stating that the complainant was harassed for dowry by her in-laws near Area-1, Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1512,100130063202500007,202500007,2025-12-22,213,63,1,2,2,11,8,26,2025-12-19,2025-12-19,2025-12-22,15.450697,75.074105,"On 2025-12-22, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-18 locality, Dharwad district. Preliminary information suggests a pattern consistent with prior cases in the area."
1513,300050020202600002,202600002,2026-01-19,67,20,2,2,7,23,3,9,2026-01-18,2026-01-18,2026-01-19,12.937893,77.587399,"A complaint was received on 2026-01-19 stating that the complainant lost money through a fraudulent online transaction near Area-9, Bengaluru Urban.  Investigation has been initiated by the station."
1514,100020004202600004,202600004,2026-01-16,13,4,1,2,5,19,3,4,2026-01-16,2026-01-16,2026-01-16,15.091384,76.965508,"On 2026-01-16, information was received at the station regarding narcotic substances were recovered from the accused in Area-10 locality, Ballari district. "
1515,800290119202500001,202500001,2025-06-24,420,119,3,2,4,15,4,58,2025-06-24,2025-06-24,2025-06-24,16.762282,75.692811,"A complaint was received on 2025-06-24 stating that the complainant was subjected to domestic cruelty by family members near Area-13, Vijayapura.  Investigation has been initiated by the station."
1516,300250105202600001,202600001,2026-07-10,372,105,2,2,2,6,1,49,2026-07-09,2026-07-09,2026-07-10,13.866489,75.643572,"A complaint was received on 2026-07-10 stating that property belonging to the complainant was stolen near Area-15, Shivamogga.  Investigation has been initiated by the station."
1517,300050028202400001,202400001,2024-06-16,97,28,2,2,8,28,5,9,2024-06-16,2024-06-16,2024-06-16,12.95755,77.598279,"A complaint was received on 2024-06-16 stating that a person was found dead under circumstances requiring inquest near Area-13, Bengaluru Urban.  Investigation has been initiated by the station."
1518,100110051202600003,202600003,2026-04-07,172,51,1,2,7,25,3,21,2026-04-06,2026-04-06,2026-04-07,12.871001,74.854045,"On 2026-04-07, the complainant reported that the complainant was repeatedly harassed online by an unknown person at Area-19 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
1519,100020006202500004,202500004,2025-04-22,20,6,1,2,2,6,8,4,2025-04-19,2025-04-19,2025-04-22,15.185026,76.992596,"On 2025-04-22, the complainant reported that property belonging to the complainant was stolen at Area-2 area of Ballari.  The matter was registered and taken up for investigation."
1520,100010002202600002,202600002,2026-02-16,8,2,1,2,7,25,8,2,2026-02-14,2026-02-14,2026-02-16,16.227482,75.637202,"On 2026-02-16, information was received at the station regarding the complainant was repeatedly harassed online by an unknown person in Area-6 locality, Bagalkot district. "
1521,100200086202400003,202400003,2024-02-24,295,86,1,1,2,9,5,39,2024-02-22,2024-02-22,2024-02-24,15.262214,76.129382,"On 2024-02-24, the complainant reported that a group of armed persons robbed the complainant's premises at Area-13 area of Koppal.  The matter was registered and taken up for investigation."
1522,100150068202400004,202400004,2024-02-05,230,68,1,2,3,13,4,30,2024-02-02,2024-02-02,2024-02-05,12.95088,76.0546,"On 2024-02-05, the complainant reported that funds entrusted to the accused were misappropriated at Area-15 area of Hassan. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1523,100170073202500003,202500003,2025-07-14,249,73,1,2,2,8,3,34,2025-07-13,2025-07-13,2025-07-14,17.28036,76.782716,"On 2025-07-14, information was received at the station regarding the complainant was robbed at knifepoint in Area-3 locality, Kalaburagi district. "
1524,100050019202500004,202500004,2025-06-27,63,19,1,2,4,16,4,9,2025-06-26,2025-06-26,2025-06-27,12.995877,77.56809,"A complaint was received on 2025-06-27 stating that the complainant was harassed for dowry by her in-laws near Area-16, Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1525,100090042202600002,202600002,2026-07-10,144,42,1,2,2,10,2,17,2026-07-07,2026-07-07,2026-07-10,13.35469,75.738355,"A complaint was received on 2026-07-10 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-14, Chikkamagaluru.  Investigation has been initiated by the station."
1526,100050020202600007,202600007,2026-02-05,65,20,1,1,2,9,3,9,2026-02-02,2026-02-02,2026-02-05,12.990327,77.578034,"On 2026-02-05, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-8 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
1527,100030015202600003,202600003,2026-06-16,52,15,1,2,1,5,1,6,2026-06-16,2026-06-16,2026-06-16,15.913029,74.404857,"On 2026-06-16, information was received at the station regarding a person was reported missing under suspicious circumstances suggesting abduction in Area-6 locality, Belagavi district. Preliminary information suggests a pattern consistent with prior cases in the area."
1528,100050022202600005,202600005,2026-06-26,72,22,1,2,7,26,1,10,2026-06-25,2026-06-25,2026-06-26,12.993751,77.580346,"A complaint was received on 2026-06-26 stating that the complainant was defrauded after being threatened over a video call impersonating law enforcement near Area-16, Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1529,100040016202600005,202600005,2026-03-16,56,16,1,2,1,3,3,7,2026-03-14,2026-03-14,2026-03-16,13.192992,77.535625,"A complaint was received on 2026-03-16 stating that the victim sustained grievous injuries following an altercation near Area-3, Bengaluru Rural.  Investigation has been initiated by the station."
1530,100170078202500005,202500005,2025-03-26,271,78,1,2,7,26,5,33,2025-03-25,2025-03-25,2025-03-26,17.257304,76.749857,"On 2025-03-26, the complainant reported that the complainant was defrauded after being threatened over a video call impersonating law enforcement at Area-17 area of Kalaburagi. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1531,100310125202500007,202500007,2025-12-12,442,125,1,1,1,2,8,62,2025-12-09,2025-12-09,2025-12-12,15.140477,76.530023,"On 2025-12-12, information was received at the station regarding an attempt was made on the victim's life in Area-14 locality, Vijayanagara district. "
1532,100200085202600006,202600006,2026-02-03,294,85,1,1,2,9,4,40,2026-02-02,2026-02-02,2026-02-03,15.395781,76.166054,"On 2026-02-03, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-17 locality, Koppal district. "
1533,100130062202600003,202600003,2026-02-01,207,62,1,2,3,14,8,25,2026-02-01,2026-02-01,2026-02-01,15.37656,74.97128,"On 2026-02-01, the complainant reported that counterfeit currency notes were found in circulation at Area-1 area of Dharwad.  The matter was registered and taken up for investigation."
1534,100310125202500008,202500008,2025-10-07,443,125,1,2,6,21,3,61,2025-10-04,2025-10-04,2025-10-07,15.216167,76.383223,"On 2025-10-07, information was received at the station regarding a group of persons engaged in rioting and caused damage to property in Area-8 locality, Vijayanagara district. Preliminary information suggests a pattern consistent with prior cases in the area."
1535,100260106202500004,202500004,2025-09-20,377,106,1,2,4,16,8,52,2025-09-17,2025-09-17,2025-09-20,13.43552,77.126976,"A complaint was received on 2025-09-20 stating that the complainant was harassed for dowry by her in-laws near Area-7, Tumakuru.  Investigation has been initiated by the station."
1536,100160071202500005,202500005,2025-05-11,239,71,1,2,2,11,6,31,2025-05-11,2025-05-11,2025-05-11,14.683283,75.464536,"On 2025-05-11, the complainant reported that the complainant's vehicle was stolen from where it was parked at Area-1 area of Haveri.  The matter was registered and taken up for investigation."
1537,100310124202400005,202400005,2024-09-18,439,124,1,2,3,14,6,62,2024-09-15,2024-09-15,2024-09-18,15.191083,76.393116,"A complaint was received on 2024-09-18 stating that counterfeit currency notes were found in circulation near Area-7, Vijayanagara. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1538,100200086202400004,202400004,2024-06-26,295,86,1,2,7,25,5,39,2024-06-25,2024-06-25,2024-06-26,15.388065,76.116404,"A complaint was received on 2024-06-26 stating that the complainant was repeatedly harassed online by an unknown person near Area-18, Koppal.  Investigation has been initiated by the station."
1539,100120057202500003,202500003,2025-12-23,193,57,1,2,3,13,3,23,2025-12-21,2025-12-21,2025-12-23,14.464633,75.902147,"A complaint was received on 2025-12-23 stating that funds entrusted to the accused were misappropriated near Area-3, Davanagere. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1540,100260110202500002,202500002,2025-09-19,387,110,1,1,2,9,3,51,2025-09-17,2025-09-17,2025-09-19,13.371366,77.06213,"On 2025-09-19, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-18 locality, Tumakuru district. "
1541,100150067202500004,202500004,2025-02-24,228,67,1,2,3,12,6,30,2025-02-23,2025-02-23,2025-02-24,13.0407,76.054903,"On 2025-02-24, the complainant reported that the complainant was cheated of money on false pretences at Area-1 area of Hassan. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1542,100260111202600003,202600003,2026-06-22,391,111,1,1,1,2,2,51,2026-06-20,2026-06-20,2026-06-22,13.355713,77.067458,"On 2026-06-22, information was received at the station regarding an attempt was made on the victim's life in Area-6 locality, Tumakuru district. "
1543,100270114202400006,202400006,2024-01-15,401,114,1,2,2,10,5,53,2024-01-14,2024-01-14,2024-01-15,13.41628,74.743034,"On 2024-01-15, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-4 locality, Udupi district. Preliminary information suggests a pattern consistent with prior cases in the area."
1544,800200086202500001,202500001,2025-02-13,295,86,3,2,6,21,8,39,2025-02-13,2025-02-13,2025-02-13,15.355331,76.16446,"On 2025-02-13, information was received at the station regarding a group of persons engaged in rioting and caused damage to property in Area-9 locality, Koppal district. "
1545,100170076202500002,202500002,2025-12-22,259,76,1,2,2,7,4,33,2025-12-22,2025-12-22,2025-12-22,17.284881,76.900153,"On 2025-12-22, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-1 area of Kalaburagi.  The matter was registered and taken up for investigation."
1546,100020009202600001,202600001,2026-07-10,26,9,1,2,2,6,1,4,2026-07-09,2026-07-09,2026-07-10,15.035261,76.897296,"On 2026-07-10, the complainant reported that property belonging to the complainant was stolen at Area-16 area of Ballari.  The matter was registered and taken up for investigation."
1547,100200087202500003,202500003,2025-02-05,301,87,1,1,2,9,5,39,2025-02-04,2025-02-04,2025-02-05,15.469942,76.246804,"On 2025-02-05, the complainant reported that a group of armed persons robbed the complainant's premises at Area-15 area of Koppal.  The matter was registered and taken up for investigation."
1548,100030011202600004,202600004,2026-03-14,38,11,1,2,2,6,3,6,2026-03-11,2026-03-11,2026-03-14,15.871336,74.474226,"On 2026-03-14, the complainant reported that property belonging to the complainant was stolen at Area-14 area of Belagavi. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1549,100050030202500011,202500011,2025-10-17,104,30,1,2,7,23,4,10,2025-10-14,2025-10-14,2025-10-17,13.086756,77.602505,"A complaint was received on 2025-10-17 stating that the complainant lost money through a fraudulent online transaction near Area-8, Bengaluru Urban.  Investigation has been initiated by the station."
1550,100050027202600008,202600008,2026-05-06,91,27,1,1,4,18,3,9,2026-05-03,2026-05-03,2026-05-06,13.052559,77.655339,"On 2026-05-06, information was received at the station regarding a sexual offence was reported against the complainant in Area-12 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
1551,100050023202600004,202600004,2026-02-04,78,23,1,2,2,8,3,9,2026-02-02,2026-02-02,2026-02-04,12.982346,77.581746,"A complaint was received on 2026-02-04 stating that the complainant was robbed at knifepoint near Area-6, Bengaluru Urban.  Investigation has been initiated by the station."
1552,400060031202400001,202400001,2024-06-19,108,31,4,2,2,11,5,12,2024-06-17,2024-06-17,2024-06-19,17.872289,77.514021,"A complaint was received on 2024-06-19 stating that the complainant's vehicle was stolen from where it was parked near Area-1, Bidar.  Investigation has been initiated by the station."
1553,100240102202500003,202500003,2025-10-24,359,102,1,2,3,14,8,47,2025-10-24,2025-10-24,2025-10-24,12.785937,77.357281,"On 2025-10-24, information was received at the station regarding counterfeit currency notes were found in circulation in Area-5 locality, Ramanagara district. "
1554,100120054202600003,202600003,2026-02-26,182,54,1,2,2,10,3,23,2026-02-25,2026-02-25,2026-02-26,14.492878,75.821457,"On 2026-02-26, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-9 area of Davanagere.  The matter was registered and taken up for investigation."
1555,100130059202600004,202600004,2026-01-24,199,59,1,2,4,16,3,25,2026-01-23,2026-01-23,2026-01-24,15.480022,74.936966,"A complaint was received on 2026-01-24 stating that the complainant was harassed for dowry by her in-laws near Area-20, Dharwad.  Investigation has been initiated by the station."
1556,100110051202500008,202500008,2025-01-02,175,51,1,2,3,14,4,22,2024-12-30,2024-12-30,2025-01-02,12.905034,74.843119,"On 2025-01-02, information was received at the station regarding counterfeit currency notes were found in circulation in Area-8 locality, Dakshina Kannada district. "
1557,100080037202500006,202500006,2025-05-26,130,37,1,2,6,22,8,16,2025-05-24,2025-05-24,2025-05-26,13.378617,77.806964,"A complaint was received on 2025-05-26 stating that an unlawful assembly gathered and caused a public disturbance near Area-8, Chikkaballapur.  Investigation has been initiated by the station."
1558,100220096202500008,202500008,2025-05-10,337,96,1,2,7,24,5,44,2025-05-08,2025-05-08,2025-05-10,12.416923,76.523371,"On 2025-05-10, the complainant reported that the complainant's personal credentials were misused for financial fraud at Area-8 area of Mysuru.  The matter was registered and taken up for investigation."
1559,100110049202500005,202500005,2025-02-22,165,49,1,2,4,15,6,21,2025-02-21,2025-02-21,2025-02-22,12.871107,74.967327,"A complaint was received on 2025-02-22 stating that the complainant was subjected to domestic cruelty by family members near Area-9, Dakshina Kannada.  Investigation has been initiated by the station."
1560,300110048202500001,202500001,2025-03-11,163,48,2,2,8,28,5,22,2025-03-10,2025-03-10,2025-03-11,12.914249,74.78441,"On 2025-03-11, the complainant reported that a person was found dead under circumstances requiring inquest at Area-12 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
1561,100190083202600008,202600008,2026-07-10,286,83,1,2,2,11,2,37,2026-07-08,2026-07-08,2026-07-10,13.206569,78.24409,"A complaint was received on 2026-07-10 stating that the complainant's vehicle was stolen from where it was parked near Area-12, Kolar. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1562,100060033202400003,202400003,2024-03-18,115,33,1,2,4,17,8,12,2024-03-16,2024-03-16,2024-03-18,17.794962,77.482957,"A complaint was received on 2024-03-18 stating that the complainant was molested near a public place near Area-7, Bidar. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1563,100220096202600005,202600005,2026-02-22,336,96,1,2,8,27,8,43,2026-02-22,2026-02-22,2026-02-22,12.414443,76.735965,"A complaint was received on 2026-02-22 stating that a family member has been missing since the reported date near Area-18, Mysuru.  Investigation has been initiated by the station."
1564,100310126202600005,202600005,2026-04-17,446,126,1,2,7,23,3,62,2026-04-14,2026-04-14,2026-04-17,15.223399,76.408794,"A complaint was received on 2026-04-17 stating that the complainant lost money through a fraudulent online transaction near Area-8, Vijayanagara.  Investigation has been initiated by the station."
1565,100190084202400003,202400003,2024-05-14,289,84,1,2,6,22,5,38,2024-05-12,2024-05-12,2024-05-14,13.217242,78.071629,"A complaint was received on 2024-05-14 stating that an unlawful assembly gathered and caused a public disturbance near Area-8, Kolar.  Investigation has been initiated by the station."
1566,100310125202500009,202500009,2025-12-15,443,125,1,2,5,19,4,61,2025-12-15,2025-12-15,2025-12-15,15.239072,76.403353,"On 2025-12-15, information was received at the station regarding narcotic substances were recovered from the accused in Area-11 locality, Vijayanagara district. "
1567,100050021202600005,202600005,2026-03-04,70,21,1,2,3,12,3,10,2026-03-04,2026-03-04,2026-03-04,12.934368,77.59459,"On 2026-03-04, the complainant reported that the complainant was cheated of money on false pretences at Area-14 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
1568,100260107202500006,202500006,2025-02-24,379,107,1,1,1,2,8,51,2025-02-22,2025-02-22,2025-02-24,13.286875,77.028927,"On 2025-02-24, the complainant reported that an attempt was made on the victim's life at Area-16 area of Tumakuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1569,100170073202400007,202400007,2024-02-13,249,73,1,2,2,8,5,33,2024-02-11,2024-02-11,2024-02-13,17.34909,76.725384,"On 2024-02-13, information was received at the station regarding the complainant was robbed at knifepoint in Area-20 locality, Kalaburagi district. "
1570,100050024202600013,202600013,2026-01-15,80,24,1,1,4,18,4,9,2026-01-14,2026-01-14,2026-01-15,12.969213,77.615509,"On 2026-01-15, the complainant reported that a sexual offence was reported against the complainant at Area-4 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
1571,100110049202600005,202600005,2026-07-10,167,49,1,2,2,11,1,21,2026-07-08,2026-07-08,2026-07-10,12.834877,74.782103,"On 2026-07-10, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-6 locality, Dakshina Kannada district. "
1572,100300121202600002,202600002,2026-05-09,428,121,1,2,2,10,2,59,2026-05-06,2026-05-06,2026-05-09,16.683577,77.172143,"On 2026-05-09, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-19 locality, Yadgir district. "
1573,800260110202600001,202600001,2026-06-02,389,110,3,2,3,12,3,51,2026-05-31,2026-05-31,2026-06-02,13.290083,77.126379,"On 2026-06-02, information was received at the station regarding the complainant was cheated of money on false pretences in Area-7 locality, Tumakuru district. "
1574,300030012202400001,202400001,2024-01-21,43,12,2,2,3,12,5,5,2024-01-19,2024-01-19,2024-01-21,15.852989,74.545664,"On 2024-01-21, information was received at the station regarding the complainant was cheated of money on false pretences in Area-10 locality, Belagavi district. Preliminary information suggests a pattern consistent with prior cases in the area."
1575,100040017202500004,202500004,2025-08-23,58,17,1,2,2,6,3,7,2025-08-22,2025-08-22,2025-08-23,13.231468,77.543331,"On 2025-08-23, information was received at the station regarding property belonging to the complainant was stolen in Area-20 locality, Bengaluru Rural district. "
1576,100220092202500003,202500003,2025-09-14,321,92,1,2,4,16,8,44,2025-09-14,2025-09-14,2025-09-14,12.23576,76.716681,"A complaint was received on 2025-09-14 stating that the complainant was harassed for dowry by her in-laws near Area-17, Mysuru.  Investigation has been initiated by the station."
1577,100160072202500004,202500004,2025-08-09,246,72,1,2,7,24,8,32,2025-08-06,2025-08-06,2025-08-09,14.701694,75.505989,"On 2025-08-09, information was received at the station regarding the complainant's personal credentials were misused for financial fraud in Area-18 locality, Haveri district. "
1578,100040018202500009,202500009,2025-07-01,59,18,1,2,7,23,3,8,2025-06-28,2025-06-28,2025-07-01,13.183828,77.552732,"On 2025-07-01, information was received at the station regarding the complainant lost money through a fraudulent online transaction in Area-5 locality, Bengaluru Rural district. Preliminary information suggests a pattern consistent with prior cases in the area."
1579,100220095202600006,202600006,2026-06-20,335,95,1,2,4,16,1,44,2026-06-19,2026-06-19,2026-06-20,12.187549,76.708958,"On 2026-06-20, the complainant reported that the complainant was harassed for dowry by her in-laws at Area-6 area of Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1580,100080038202500002,202500002,2025-05-22,132,38,1,2,3,12,5,16,2025-05-21,2025-05-21,2025-05-22,13.459653,77.757218,"On 2025-05-22, information was received at the station regarding the complainant was cheated of money on false pretences in Area-20 locality, Chikkaballapur district. Preliminary information suggests a pattern consistent with prior cases in the area."
